multi_title,theta,n_keywords,p,r
FALSE,0.1,12,0.299295775,0.997392438
FALSE,0.1,14,0.295533981,0.992177314
FALSE,0.1,16,0.277656477,0.994784876
FALSE,0.1,17,0.277252907,0.994784876
FALSE,0.1,19,0.270722163,0.992177314
FALSE,0.1,21,0.275924583,0.992177314
FALSE,0.1,23,0.288039364,0.992177314
FALSE,0.1,25,0.301028481,0.992177314
FALSE,0.1,27,0.30162505,0.992177314
FALSE,0.1,28,0.292018419,0.992177314
FALSE,0.1,30,0.292337165,0.994784876
FALSE,0.1,32,0.288687098,0.994784876
FALSE,0.1,34,0.289343951,0.994784876
FALSE,0.1,36,0.293687452,0.994784876
FALSE,0.1,38,0.28186184,0.994784876
FALSE,0.1,40,0.284171322,0.994784876
FALSE,0.112883789,5,0.335902085,0.966101695
FALSE,0.112883789,6,0.295481807,0.963494133
FALSE,0.112883789,8,0.315258512,0.977835724
FALSE,0.112883789,10,0.287542341,0.996088657
FALSE,0.112883789,12,0.310876623,0.998696219
FALSE,0.112883789,14,0.283959806,0.994784876
FALSE,0.112883789,16,0.295621852,0.994784876
FALSE,0.112883789,17,0.295736434,0.994784876
FALSE,0.112883789,19,0.292449214,0.994784876
FALSE,0.112883789,21,0.297234125,0.994784876
FALSE,0.112883789,23,0.31206544,0.994784876
FALSE,0.112883789,25,0.336271485,0.994784876
FALSE,0.112883789,27,0.313733553,0.994784876
FALSE,0.112883789,28,0.310794297,0.994784876
FALSE,0.112883789,30,0.308656958,0.994784876
FALSE,0.112883789,32,0.307909605,0.994784876
FALSE,0.112883789,34,0.30181962,0.994784876
FALSE,0.112883789,36,0.302897975,0.994784876
FALSE,0.112883789,38,0.301939058,0.994784876
FALSE,0.112883789,40,0.302657676,0.994784876
FALSE,0.127427499,5,0.345132743,0.966101695
FALSE,0.127427499,6,0.326404246,0.962190352
FALSE,0.127427499,8,0.325945241,0.977835724
FALSE,0.127427499,10,0.301812451,0.998696219
FALSE,0.127427499,12,0.326906598,0.994784876
FALSE,0.127427499,14,0.307413376,0.994784876
FALSE,0.127427499,16,0.306432281,1
FALSE,0.127427499,17,0.338780919,1
FALSE,0.127427499,19,0.331019523,0.994784876
FALSE,0.127427499,21,0.331306991,0.994784876
FALSE,0.127427499,23,0.35626186,0.979139505
FALSE,0.127427499,25,0.326207781,0.994784876
FALSE,0.127427499,27,0.325010762,0.984354628
FALSE,0.127427499,28,0.349519011,0.994784876
FALSE,0.127427499,30,0.356542056,0.994784876
FALSE,0.127427499,32,0.327186964,0.994784876
FALSE,0.127427499,34,0.326766595,0.994784876
FALSE,0.127427499,36,0.356375525,0.994784876
FALSE,0.127427499,38,0.316992106,0.994784876
FALSE,0.127427499,40,0.355379599,0.994784876
FALSE,0.143844989,5,0.391419492,0.963494133
FALSE,0.143844989,6,0.344040968,0.963494133
FALSE,0.143844989,8,0.367804878,0.983050847
FALSE,0.143844989,10,0.320116861,1
FALSE,0.143844989,12,0.37857848,1
FALSE,0.143844989,14,0.342257921,1
FALSE,0.143844989,16,0.349908759,1
FALSE,0.143844989,17,0.354600092,1
FALSE,0.143844989,19,0.341320072,0.984354628
FALSE,0.143844989,21,0.352805888,1
FALSE,0.143844989,23,0.354600092,1
FALSE,0.143844989,25,0.350548446,1
FALSE,0.143844989,27,0.343963554,0.984354628
FALSE,0.143844989,28,0.342767296,0.994784876
FALSE,0.143844989,30,0.342921348,0.994784876
FALSE,0.143844989,32,0.34384858,0.994784876
FALSE,0.143844989,34,0.350965961,0.994784876
FALSE,0.143844989,36,0.347925217,0.994784876
FALSE,0.143844989,38,0.3476082,0.994784876
FALSE,0.143844989,40,0.348879744,0.994784876
FALSE,0.162377674,5,0.407836645,0.963494133
FALSE,0.162377674,6,0.355459355,0.963494133
FALSE,0.162377674,8,0.388174807,0.984354628
FALSE,0.162377674,10,0.366810139,1
FALSE,0.162377674,12,0.394050104,0.984354628
FALSE,0.162377674,14,0.362305149,1
FALSE,0.162377674,16,0.373054475,1
FALSE,0.162377674,17,0.401814301,0.981747066
FALSE,0.162377674,19,0.368292683,0.984354628
FALSE,0.162377674,21,0.371189774,0.984354628
FALSE,0.162377674,23,0.369193154,0.984354628
FALSE,0.162377674,25,0.368472426,0.984354628
FALSE,0.162377674,27,0.363330125,0.984354628
FALSE,0.162377674,28,0.362806343,0.984354628
FALSE,0.162377674,30,0.363505055,0.984354628
FALSE,0.162377674,32,0.362457993,0.984354628
FALSE,0.162377674,34,0.364910585,0.984354628
FALSE,0.162377674,36,0.364030858,0.984354628
FALSE,0.162377674,38,0.364558184,0.984354628
FALSE,0.162377674,40,0.365794574,0.984354628
FALSE,0.183298071,5,0.42815759,0.963494133
FALSE,0.183298071,6,0.364306785,0.966101695
FALSE,0.183298071,8,0.42312009,0.983050847
FALSE,0.183298071,10,0.374565325,0.983050847
FALSE,0.183298071,12,0.419211549,0.984354628
FALSE,0.183298071,14,0.431428571,0.984354628
FALSE,0.183298071,16,0.426072235,0.984354628
FALSE,0.183298071,17,0.429304447,0.981747066
FALSE,0.183298071,19,0.390989125,0.984354628
FALSE,0.183298071,21,0.437935035,0.984354628
FALSE,0.183298071,23,0.426553672,0.984354628
FALSE,0.183298071,25,0.393639208,0.984354628
FALSE,0.183298071,27,0.388174807,0.984354628
FALSE,0.183298071,28,0.387577002,0.984354628
FALSE,0.183298071,30,0.388174807,0.984354628
FALSE,0.183298071,32,0.387975334,0.984354628
FALSE,0.183298071,34,0.38857437,0.984354628
FALSE,0.183298071,36,0.390584584,0.984354628
FALSE,0.183298071,38,0.390584584,0.984354628
FALSE,0.183298071,40,0.466337245,0.984354628
FALSE,0.206913808,5,0.455329636,0.963494133
FALSE,0.206913808,6,0.389705882,0.967405476
FALSE,0.206913808,8,0.447540012,0.984354628
FALSE,0.206913808,10,0.395081109,0.984354628
FALSE,0.206913808,12,0.400105988,0.984354628
FALSE,0.206913808,14,0.452366687,0.984354628
FALSE,0.206913808,16,0.461491443,0.984354628
FALSE,0.206913808,17,0.45942648,0.981747066
FALSE,0.206913808,19,0.410103205,0.984354628
FALSE,0.206913808,21,0.410549212,0.984354628
FALSE,0.206913808,23,0.412117904,0.984354628
FALSE,0.206913808,25,0.414835165,0.984354628
FALSE,0.206913808,27,0.493141737,0.984354628
FALSE,0.206913808,28,0.490897269,0.984354628
FALSE,0.206913808,30,0.484906872,0.984354628
FALSE,0.206913808,32,0.484906872,0.984354628
FALSE,0.206913808,34,0.484284798,0.984354628
FALSE,0.206913808,36,0.482428115,0.984354628
FALSE,0.206913808,38,0.482428115,0.984354628
FALSE,0.206913808,40,0.488673139,0.984354628
FALSE,0.233572147,5,0.46742568,0.963494133
FALSE,0.233572147,6,0.404150737,0.964797914
FALSE,0.233572147,8,0.456917476,0.981747066
FALSE,0.233572147,10,0.41856587,0.981747066
FALSE,0.233572147,12,0.418333333,0.981747066
FALSE,0.233572147,14,0.420200893,0.981747066
FALSE,0.233572147,16,0.425904977,0.981747066
FALSE,0.233572147,17,0.426947129,0.979139505
FALSE,0.233572147,19,0.51504788,0.981747066
FALSE,0.233572147,21,0.529535865,0.981747066
FALSE,0.233572147,23,0.524075366,0.979139505
FALSE,0.233572147,25,0.524373259,0.981747066
FALSE,0.233572147,27,0.532155477,0.981747066
FALSE,0.233572147,28,0.522553782,0.981747066
FALSE,0.233572147,30,0.526205451,0.981747066
FALSE,0.233572147,32,0.519668737,0.981747066
FALSE,0.233572147,34,0.517832647,0.984354628
FALSE,0.233572147,36,0.525400139,0.984354628
FALSE,0.233572147,38,0.518595041,0.981747066
FALSE,0.233572147,40,0.519614591,0.984354628
FALSE,0.26366509,5,0.470437018,0.954367666
FALSE,0.26366509,6,0.410241981,0.950456323
FALSE,0.26366509,8,0.508497621,0.975228162
FALSE,0.26366509,10,0.456363636,0.981747066
FALSE,0.26366509,12,0.516106923,0.981747066
FALSE,0.26366509,14,0.512593601,0.981747066
FALSE,0.26366509,16,0.536324786,0.981747066
FALSE,0.26366509,17,0.543290043,0.981747066
FALSE,0.26366509,19,0.552457814,0.981747066
FALSE,0.26366509,21,0.553269655,0.981747066
FALSE,0.26366509,23,0.556952663,0.981747066
FALSE,0.26366509,25,0.558191253,0.981747066
FALSE,0.26366509,27,0.569444444,0.801825293
FALSE,0.26366509,28,0.563186813,0.801825293
FALSE,0.26366509,30,0.561131387,0.801825293
FALSE,0.26366509,32,0.552457814,0.981747066
FALSE,0.26366509,34,0.550036523,0.981747066
FALSE,0.26366509,36,0.550036523,0.981747066
FALSE,0.26366509,38,0.550036523,0.981747066
FALSE,0.26366509,40,0.550036523,0.981747066
FALSE,0.297635144,5,0.524602026,0.945241199
FALSE,0.297635144,6,0.455625,0.950456323
FALSE,0.297635144,8,0.545652174,0.981747066
FALSE,0.297635144,10,0.56235997,0.981747066
FALSE,0.297635144,12,0.514187446,0.779661017
FALSE,0.297635144,14,0.516407599,0.779661017
FALSE,0.297635144,16,0.534317984,0.801825293
FALSE,0.297635144,17,0.587954111,0.801825293
FALSE,0.297635144,19,0.589645254,0.801825293
FALSE,0.297635144,21,0.593810445,0.800521512
FALSE,0.297635144,23,0.599609375,0.800521512
FALSE,0.297635144,25,0.599609375,0.800521512
FALSE,0.297635144,27,0.598440546,0.800521512
FALSE,0.297635144,28,0.599609375,0.800521512
FALSE,0.297635144,30,0.589817483,0.800521512
FALSE,0.297635144,32,0.58925144,0.800521512
FALSE,0.297635144,34,0.585714286,0.801825293
FALSE,0.297635144,36,0.585714286,0.801825293
FALSE,0.297635144,38,0.58739255,0.801825293
FALSE,0.297635144,40,0.58739255,0.801825293
FALSE,0.335981829,5,0.565050038,0.956975228
FALSE,0.335981829,6,0.487094639,0.95958279
FALSE,0.335981829,8,0.548266167,0.762711864
FALSE,0.335981829,10,0.536205316,0.762711864
FALSE,0.335981829,12,0.597804391,0.780964798
FALSE,0.335981829,14,0.594836147,0.780964798
FALSE,0.335981829,16,0.604719764,0.801825293
FALSE,0.335981829,17,0.610119048,0.801825293
FALSE,0.335981829,19,0.612549801,0.801825293
FALSE,0.335981829,21,0.613772455,0.801825293
FALSE,0.335981829,23,0.618090452,0.801825293
FALSE,0.335981829,25,0.615615616,0.801825293
FALSE,0.335981829,27,0.619959677,0.801825293
FALSE,0.335981829,28,0.619959677,0.801825293
FALSE,0.335981829,30,0.604719764,0.801825293
FALSE,0.335981829,32,0.611332008,0.801825293
FALSE,0.335981829,34,0.609514371,0.801825293
FALSE,0.335981829,36,0.609514371,0.801825293
FALSE,0.335981829,38,0.632124352,0.795306389
FALSE,0.335981829,40,0.63081696,0.795306389
FALSE,0.379269019,5,0.587746625,0.737940026
FALSE,0.379269019,6,0.543269231,0.736636245
FALSE,0.379269019,8,0.626208378,0.760104302
FALSE,0.379269019,10,0.607700312,0.761408083
FALSE,0.379269019,12,0.618407446,0.779661017
FALSE,0.379269019,14,0.645474138,0.780964798
FALSE,0.379269019,16,0.646996839,0.800521512
FALSE,0.379269019,17,0.651113468,0.800521512
FALSE,0.379269019,19,0.648734177,0.801825293
FALSE,0.379269019,21,0.649419219,0.801825293
FALSE,0.379269019,23,0.653560043,0.801825293
FALSE,0.379269019,25,0.653560043,0.801825293
FALSE,0.379269019,27,0.65565032,0.801825293
FALSE,0.379269019,28,0.65565032,0.801825293
FALSE,0.379269019,30,0.646008403,0.801825293
FALSE,0.379269019,32,0.667396061,0.795306389
FALSE,0.379269019,34,0.669593853,0.795306389
FALSE,0.379269019,36,0.671067107,0.795306389
FALSE,0.379269019,38,0.674418605,0.794002608
FALSE,0.379269019,40,0.680044593,0.795306389
FALSE,0.42813324,5,0.649425287,0.736636245
FALSE,0.42813324,6,0.580412371,0.734028683
FALSE,0.42813324,8,0.674391657,0.758800522
FALSE,0.42813324,10,0.669354839,0.757496741
FALSE,0.42813324,12,0.656765677,0.778357236
FALSE,0.42813324,14,0.663299663,0.77053455
FALSE,0.42813324,16,0.678929766,0.794002608
FALSE,0.42813324,17,0.676666667,0.794002608
FALSE,0.42813324,19,0.677814939,0.792698827
FALSE,0.42813324,21,0.702890173,0.792698827
FALSE,0.42813324,23,0.701268743,0.792698827
FALSE,0.42813324,25,0.684269663,0.794002608
FALSE,0.42813324,27,0.715628672,0.794002608
FALSE,0.42813324,28,0.695205479,0.794002608
FALSE,0.42813324,30,0.713114754,0.794002608
FALSE,0.42813324,32,0.722419929,0.794002608
FALSE,0.42813324,34,0.736396614,0.794002608
FALSE,0.42813324,36,0.736396614,0.794002608
FALSE,0.42813324,38,0.736396614,0.794002608
FALSE,0.42813324,40,0.736396614,0.794002608
FALSE,0.483293024,5,0.692496925,0.734028683
FALSE,0.483293024,6,0.680722892,0.736636245
FALSE,0.483293024,8,0.735483871,0.74315515
FALSE,0.483293024,10,0.728983689,0.757496741
FALSE,0.483293024,12,0.786381842,0.767926988
FALSE,0.483293024,14,0.799185889,0.767926988
FALSE,0.483293024,16,0.777493606,0.792698827
FALSE,0.483293024,17,0.777493606,0.792698827
FALSE,0.483293024,19,0.791122715,0.790091265
FALSE,0.483293024,21,0.838174274,0.790091265
FALSE,0.483293024,23,0.81124498,0.790091265
FALSE,0.483293024,25,0.81233244,0.790091265
FALSE,0.483293024,27,0.816216216,0.787483703
FALSE,0.483293024,28,0.816216216,0.787483703
FALSE,0.483293024,30,0.808,0.790091265
FALSE,0.483293024,32,0.809078772,0.790091265
FALSE,0.483293024,34,0.810160428,0.790091265
FALSE,0.483293024,36,0.797368421,0.790091265
FALSE,0.483293024,38,0.806924101,0.790091265
FALSE,0.483293024,40,0.801587302,0.790091265
FALSE,0.545559478,5,0.733512786,0.710560626
FALSE,0.545559478,6,0.748998665,0.731421121
FALSE,0.545559478,8,0.782729805,0.732724902
FALSE,0.545559478,10,0.82260372,0.749674055
FALSE,0.545559478,12,0.87797619,0.769230769
FALSE,0.545559478,14,0.913312693,0.769230769
FALSE,0.545559478,16,0.915662651,0.792698827
FALSE,0.545559478,17,0.917043741,0.792698827
FALSE,0.545559478,19,0.919818457,0.792698827
FALSE,0.545559478,21,0.914285714,0.792698827
FALSE,0.545559478,23,0.917043741,0.792698827
FALSE,0.545559478,25,0.881818182,0.758800522
FALSE,0.545559478,27,0.874811463,0.75619296
FALSE,0.545559478,28,0.878419453,0.753585398
FALSE,0.545559478,30,0.874811463,0.75619296
FALSE,0.545559478,32,0.874811463,0.75619296
FALSE,0.545559478,34,0.874811463,0.75619296
FALSE,0.545559478,36,0.874242424,0.752281617
FALSE,0.545559478,38,0.874242424,0.752281617
FALSE,0.545559478,40,0.875569044,0.752281617
FALSE,0.615848211,5,0.826893354,0.697522816
FALSE,0.615848211,6,0.807121662,0.709256845
FALSE,0.615848211,8,0.863563403,0.701434159
FALSE,0.615848211,10,0.936666667,0.732724902
FALSE,0.615848211,12,0.952459016,0.757496741
FALSE,0.615848211,14,0.952224053,0.753585398
FALSE,0.615848211,16,0.95025729,0.722294654
FALSE,0.615848211,17,0.951890034,0.722294654
FALSE,0.615848211,19,0.949416342,0.636245111
FALSE,0.615848211,21,0.9543058,0.707953064
FALSE,0.615848211,23,0.960644007,0.700130378
FALSE,0.615848211,25,0.960072595,0.68970013
FALSE,0.615848211,27,0.954296161,0.680573664
FALSE,0.615848211,28,0.955116697,0.693611473
FALSE,0.615848211,30,0.944444444,0.687092568
FALSE,0.615848211,32,0.941071429,0.687092568
FALSE,0.615848211,34,0.944990177,0.627118644
FALSE,0.615848211,36,0.944990177,0.627118644
FALSE,0.615848211,38,0.944333996,0.619295958
FALSE,0.615848211,40,0.949275362,0.683181226
FALSE,0.695192796,5,0.855946399,0.666232073
FALSE,0.695192796,6,0.84083045,0.633637549
FALSE,0.695192796,8,0.935483871,0.642764016
FALSE,0.695192796,10,0.942528736,0.641460235
FALSE,0.695192796,12,0.94891945,0.629726206
FALSE,0.695192796,14,0.950199203,0.62190352
FALSE,0.695192796,16,0.952755906,0.631029987
FALSE,0.695192796,17,0.935698448,0.550195567
FALSE,0.695192796,19,0.941704036,0.547588005
FALSE,0.695192796,21,0.930412371,0.470664928
FALSE,0.695192796,23,0.931989924,0.482398957
FALSE,0.695192796,25,0.94,0.490221643
FALSE,0.695192796,27,0.94,0.490221643
FALSE,0.695192796,28,0.94,0.490221643
FALSE,0.695192796,30,0.939698492,0.487614081
FALSE,0.695192796,32,0.939546599,0.4863103
FALSE,0.695192796,34,0.939546599,0.4863103
FALSE,0.695192796,36,0.939546599,0.4863103
FALSE,0.695192796,38,0.939086294,0.482398957
FALSE,0.695192796,40,0.939086294,0.482398957
FALSE,0.78475997,5,0.94278607,0.494132986
FALSE,0.78475997,6,0.923512748,0.425032595
FALSE,0.78475997,8,0.960339943,0.441981747
FALSE,0.78475997,10,0.925696594,0.389830508
FALSE,0.78475997,12,0.926984127,0.380704042
FALSE,0.78475997,14,0.960122699,0.408083442
FALSE,0.78475997,16,0.958730159,0.393741851
FALSE,0.78475997,17,0.954861111,0.358539765
FALSE,0.78475997,19,0.954225352,0.353324641
FALSE,0.78475997,21,0.954703833,0.357235984
FALSE,0.78475997,23,0.953900709,0.35071708
FALSE,0.78475997,25,0.956363636,0.342894394
FALSE,0.78475997,27,0.952554745,0.340286832
FALSE,0.78475997,28,0.956363636,0.342894394
FALSE,0.78475997,30,0.956043956,0.340286832
FALSE,0.78475997,32,0.95620438,0.341590613
FALSE,0.78475997,34,0.922535211,0.341590613
FALSE,0.78475997,36,0.922807018,0.342894394
FALSE,0.78475997,38,0.922535211,0.341590613
FALSE,0.78475997,40,0.922261484,0.340286832
FALSE,0.88586679,5,0.951807229,0.308996089
FALSE,0.88586679,6,0.920833333,0.288135593
FALSE,0.88586679,8,0.950207469,0.298565841
FALSE,0.88586679,10,0.946902655,0.279009126
FALSE,0.88586679,12,0.942982456,0.280312907
FALSE,0.88586679,14,0.948275862,0.286831812
FALSE,0.88586679,16,0.948717949,0.289439374
FALSE,0.88586679,17,0.946902655,0.279009126
FALSE,0.88586679,19,0.946428571,0.276401565
FALSE,0.88586679,21,0.946428571,0.276401565
FALSE,0.88586679,23,0.943661972,0.262059974
FALSE,0.88586679,25,0.944700461,0.267275098
FALSE,0.88586679,27,0.944186047,0.264667536
FALSE,0.88586679,28,0.945454545,0.271186441
FALSE,0.88586679,30,0.945945946,0.273794003
FALSE,0.88586679,32,0.943661972,0.262059974
FALSE,0.88586679,34,0.944444444,0.265971317
FALSE,0.88586679,36,0.944186047,0.264667536
FALSE,0.88586679,38,0.945454545,0.271186441
FALSE,0.88586679,40,0.948051948,0.285528031
FALSE,1,5,0.961538462,0.032594524
FALSE,1,6,0.971428571,0.044328553
FALSE,1,8,0.818181818,0.035202086
FALSE,1,10,0.823529412,0.036505867
FALSE,1,12,0.961538462,0.032594524
FALSE,1,14,1,0.016949153
FALSE,1,16,1,0.023468057
FALSE,1,17,0.8125,0.033898305
FALSE,1,19,0.714285714,0.019556714
FALSE,1,21,1,0.04041721
FALSE,1,23,0.954545455,0.0273794
FALSE,1,25,0.954545455,0.0273794
FALSE,1,27,0.941176471,0.041720991
FALSE,1,28,0.970588235,0.043024772
FALSE,1,30,0.944444444,0.022164276
FALSE,1,32,0.909090909,0.026075619
FALSE,1,34,1,0.019556714
FALSE,1,36,0.935483871,0.037809648
FALSE,1,38,1,0.037809648
FALSE,1,40,1,0.046936115
